dateKey,fullDate,year,month,day,quarter,monthName,dayName,yearMonth
1124,2015-02-16,2015,2,16,1,February,Monday,2015-02
1125,2015-02-17,2015,2,17,1,February,Tuesday,2015-02
1126,2015-02-18,2015,2,18,1,February,Wednesday,2015-02
1127,2015-02-19,2015,2,19,1,February,Thursday,2015-02
1128,2015-02-21,2015,2,21,1,February,Saturday,2015-02
1129,2015-02-22,2015,2,22,1,February,Sunday,2015-02
1130,2015-02-23,2015,2,23,1,February,Monday,2015-02
1131,2015-02-24,2015,2,24,1,February,Tuesday,2015-02
1132,2015-02-27,2015,2,27,1,February,Friday,2015-02
1133,2015-02-28,2015,2,28,1,February,Saturday,2015-02
1134,2015-03-01,2015,3,1,1,March,Sunday,2015-03
1135,2015-03-02,2015,3,2,1,March,Monday,2015-03
1136,2015-03-03,2015,3,3,1,March,Tuesday,2015-03
1137,2015-03-04,2015,3,4,1,March,Wednesday,2015-03
1138,2015-03-05,2015,3,5,1,March,Thursday,2015-03
1139,2015-03-06,2015,3,6,1,March,Friday,2015-03
1140,2015-03-07,2015,3,7,1,March,Saturday,2015-03
1141,2015-03-08,2015,3,8,1,March,Sunday,2015-03
1142,2015-03-09,2015,3,9,1,March,Monday,2015-03
1143,2015-03-10,2015,3,10,1,March,Tuesday,2015-03
1144,2015-03-11,2015,3,11,1,March,Wednesday,2015-03
1145,2015-03-12,2015,3,12,1,March,Thursday,2015-03
1146,2015-03-13,2015,3,13,1,March,Friday,2015-03
1147,2015-03-14,2015,3,14,1,March,Saturday,2015-03
1148,2015-03-15,2015,3,15,1,March,Sunday,2015-03
1149,2015-03-16,2015,3,16,1,March,Monday,2015-03
1150,2015-03-17,2015,3,17,1,March,Tuesday,2015-03
1151,2015-03-18,2015,3,18,1,March,Wednesday,2015-03
1152,2015-03-19,2015,3,19,1,March,Thursday,2015-03
1153,2015-03-20,2015,3,20,1,March,Friday,2015-03
1154,2015-03-21,2015,3,21,1,March,Saturday,2015-03
1155,2015-03-22,2015,3,22,1,March,Sunday,2015-03
1156,2015-03-23,2015,3,23,1,March,Monday,2015-03
1157,2015-03-24,2015,3,24,1,March,Tuesday,2015-03
1158,2015-03-25,2015,3,25,1,March,Wednesday,2015-03
1159,2015-03-26,2015,3,26,1,March,Thursday,2015-03
1160,2015-03-27,2015,3,27,1,March,Friday,2015-03
1161,2015-03-28,2015,3,28,1,March,Saturday,2015-03
1162,2015-03-29,2015,3,29,1,March,Sunday,2015-03
1163,2015-03-30,2015,3,30,1,March,Monday,2015-03
1164,2015-03-31,2015,3,31,1,March,Tuesday,2015-03
1165,2015-04-01,2015,4,1,2,April,Wednesday,2015-04
1166,2015-04-02,2015,4,2,2,April,Thursday,2015-04
1167,2015-04-03,2015,4,3,2,April,Friday,2015-04
1168,2015-04-04,2015,4,4,2,April,Saturday,2015-04
1169,2015-04-05,2015,4,5,2,April,Sunday,2015-04
1170,2015-04-06,2015,4,6,2,April,Monday,2015-04
1171,2015-04-07,2015,4,7,2,April,Tuesday,2015-04
1172,2015-04-08,2015,4,8,2,April,Wednesday,2015-04
1173,2015-04-09,2015,4,9,2,April,Thursday,2015-04
1174,2015-04-10,2015,4,10,2,April,Friday,2015-04
1175,2015-04-11,2015,4,11,2,April,Saturday,2015-04
1176,2015-04-12,2015,4,12,2,April,Sunday,2015-04
1177,2015-04-13,2015,4,13,2,April,Monday,2015-04
1178,2015-04-14,2015,4,14,2,April,Tuesday,2015-04
1179,2015-04-15,2015,4,15,2,April,Wednesday,2015-04
1180,2015-04-16,2015,4,16,2,April,Thursday,2015-04
1181,2015-04-17,2015,4,17,2,April,Friday,2015-04
1182,2015-04-18,2015,4,18,2,April,Saturday,2015-04
1183,2015-04-19,2015,4,19,2,April,Sunday,2015-04
1184,2015-04-20,2015,4,20,2,April,Monday,2015-04
1185,2015-04-21,2015,4,21,2,April,Tuesday,2015-04
1186,2015-04-22,2015,4,22,2,April,Wednesday,2015-04
1187,2015-04-23,2015,4,23,2,April,Thursday,2015-04
1188,2015-04-24,2015,4,24,2,April,Friday,2015-04
1189,2015-04-25,2015,4,25,2,April,Saturday,2015-04
1190,2015-04-26,2015,4,26,2,April,Sunday,2015-04
1191,2015-04-27,2015,4,27,2,April,Monday,2015-04
1192,2015-04-28,2015,4,28,2,April,Tuesday,2015-04
1193,2015-04-29,2015,4,29,2,April,Wednesday,2015-04
1194,2015-04-30,2015,4,30,2,April,Thursday,2015-04
1195,2015-05-01,2015,5,1,2,May,Friday,2015-05
1196,2015-05-02,2015,5,2,2,May,Saturday,2015-05
1197,2015-05-03,2015,5,3,2,May,Sunday,2015-05
1198,2015-05-04,2015,5,4,2,May,Monday,2015-05
1199,2015-05-05,2015,5,5,2,May,Tuesday,2015-05
1200,2015-05-06,2015,5,6,2,May,Wednesday,2015-05
1201,2015-05-07,2015,5,7,2,May,Thursday,2015-05
1202,2015-05-08,2015,5,8,2,May,Friday,2015-05
1203,2015-05-09,2015,5,9,2,May,Saturday,2015-05
1204,2015-05-10,2015,5,10,2,May,Sunday,2015-05
1205,2015-05-11,2015,5,11,2,May,Monday,2015-05
1206,2015-05-12,2015,5,12,2,May,Tuesday,2015-05
1207,2015-05-13,2015,5,13,2,May,Wednesday,2015-05
1208,2015-05-14,2015,5,14,2,May,Thursday,2015-05
1209,2015-05-15,2015,5,15,2,May,Friday,2015-05
1210,2015-05-16,2015,5,16,2,May,Saturday,2015-05
1211,2015-05-17,2015,5,17,2,May,Sunday,2015-05
1212,2015-05-18,2015,5,18,2,May,Monday,2015-05
1213,2015-05-19,2015,5,19,2,May,Tuesday,2015-05
1214,2015-05-20,2015,5,20,2,May,Wednesday,2015-05
1215,2015-05-21,2015,5,21,2,May,Thursday,2015-05
1216,2015-05-22,2015,5,22,2,May,Friday,2015-05
1217,2015-05-23,2015,5,23,2,May,Saturday,2015-05
1218,2015-05-24,2015,5,24,2,May,Sunday,2015-05
1219,2015-05-25,2015,5,25,2,May,Monday,2015-05
1220,2015-05-26,2015,5,26,2,May,Tuesday,2015-05
1221,2015-05-27,2015,5,27,2,May,Wednesday,2015-05
1222,2015-05-28,2015,5,28,2,May,Thursday,2015-05
1223,2015-05-29,2015,5,29,2,May,Friday,2015-05
1224,2015-05-30,2015,5,30,2,May,Saturday,2015-05
1225,2015-05-31,2015,5,31,2,May,Sunday,2015-05
1226,2015-06-01,2015,6,1,2,June,Monday,2015-06
1227,2015-06-02,2015,6,2,2,June,Tuesday,2015-06
1228,2015-06-03,2015,6,3,2,June,Wednesday,2015-06
1229,2015-06-04,2015,6,4,2,June,Thursday,2015-06
1230,2015-06-05,2015,6,5,2,June,Friday,2015-06
1231,2015-06-06,2015,6,6,2,June,Saturday,2015-06
1232,2015-06-07,2015,6,7,2,June,Sunday,2015-06
1233,2015-06-08,2015,6,8,2,June,Monday,2015-06
1234,2015-06-09,2015,6,9,2,June,Tuesday,2015-06
1235,2015-06-10,2015,6,10,2,June,Wednesday,2015-06
1236,2015-06-11,2015,6,11,2,June,Thursday,2015-06
1237,2015-06-12,2015,6,12,2,June,Friday,2015-06
1238,2015-06-13,2015,6,13,2,June,Saturday,2015-06
1239,2015-06-14,2015,6,14,2,June,Sunday,2015-06
1240,2015-06-15,2015,6,15,2,June,Monday,2015-06
1241,2015-06-16,2015,6,16,2,June,Tuesday,2015-06
1242,2015-06-17,2015,6,17,2,June,Wednesday,2015-06
1243,2015-06-18,2015,6,18,2,June,Thursday,2015-06
1244,2015-06-19,2015,6,19,2,June,Friday,2015-06
1245,2015-06-20,2015,6,20,2,June,Saturday,2015-06
1246,2015-06-21,2015,6,21,2,June,Sunday,2015-06
1247,2015-06-22,2015,6,22,2,June,Monday,2015-06
1248,2015-06-23,2015,6,23,2,June,Tuesday,2015-06
1249,2015-06-24,2015,6,24,2,June,Wednesday,2015-06
1250,2015-06-25,2015,6,25,2,June,Thursday,2015-06
1251,2015-06-26,2015,6,26,2,June,Friday,2015-06
1252,2015-06-27,2015,6,27,2,June,Saturday,2015-06
1253,2015-06-28,2015,6,28,2,June,Sunday,2015-06
1254,2015-06-29,2015,6,29,2,June,Monday,2015-06
1255,2015-06-30,2015,6,30,2,June,Tuesday,2015-06
1256,2015-07-01,2015,7,1,3,July,Wednesday,2015-07
1257,2015-07-02,2015,7,2,3,July,Thursday,2015-07
1258,2015-07-03,2015,7,3,3,July,Friday,2015-07
1259,2015-07-04,2015,7,4,3,July,Saturday,2015-07
1260,2015-07-05,2015,7,5,3,July,Sunday,2015-07
1261,2015-07-06,2015,7,6,3,July,Monday,2015-07
1262,2015-07-07,2015,7,7,3,July,Tuesday,2015-07
1263,2015-07-08,2015,7,8,3,July,Wednesday,2015-07
1264,2015-07-09,2015,7,9,3,July,Thursday,2015-07
1265,2015-07-10,2015,7,10,3,July,Friday,2015-07
1266,2015-07-11,2015,7,11,3,July,Saturday,2015-07
1267,2015-07-12,2015,7,12,3,July,Sunday,2015-07
1268,2015-07-13,2015,7,13,3,July,Monday,2015-07
1269,2015-07-14,2015,7,14,3,July,Tuesday,2015-07
1270,2015-07-15,2015,7,15,3,July,Wednesday,2015-07
1271,2015-07-16,2015,7,16,3,July,Thursday,2015-07
1272,2015-07-17,2015,7,17,3,July,Friday,2015-07
1273,2015-07-18,2015,7,18,3,July,Saturday,2015-07
1274,2015-07-19,2015,7,19,3,July,Sunday,2015-07
1275,2015-07-20,2015,7,20,3,July,Monday,2015-07
1276,2015-07-21,2015,7,21,3,July,Tuesday,2015-07
1277,2015-07-22,2015,7,22,3,July,Wednesday,2015-07
1278,2015-07-23,2015,7,23,3,July,Thursday,2015-07
1279,2015-07-24,2015,7,24,3,July,Friday,2015-07
1280,2015-07-25,2015,7,25,3,July,Saturday,2015-07
1281,2015-07-26,2015,7,26,3,July,Sunday,2015-07
1282,2015-07-27,2015,7,27,3,July,Monday,2015-07
1283,2015-07-28,2015,7,28,3,July,Tuesday,2015-07
1284,2015-07-29,2015,7,29,3,July,Wednesday,2015-07
1285,2015-07-30,2015,7,30,3,July,Thursday,2015-07
1286,2015-07-31,2015,7,31,3,July,Friday,2015-07
1287,2015-08-01,2015,8,1,3,August,Saturday,2015-08
1288,2015-08-02,2015,8,2,3,August,Sunday,2015-08
1289,2015-08-03,2015,8,3,3,August,Monday,2015-08
1290,2015-08-04,2015,8,4,3,August,Tuesday,2015-08
1291,2015-08-05,2015,8,5,3,August,Wednesday,2015-08
1292,2015-08-07,2015,8,7,3,August,Friday,2015-08
1293,2015-08-08,2015,8,8,3,August,Saturday,2015-08
1294,2015-08-09,2015,8,9,3,August,Sunday,2015-08
1295,2015-08-10,2015,8,10,3,August,Monday,2015-08
1296,2015-08-11,2015,8,11,3,August,Tuesday,2015-08
1297,2015-08-12,2015,8,12,3,August,Wednesday,2015-08
1298,2015-08-13,2015,8,13,3,August,Thursday,2015-08
1299,2015-08-14,2015,8,14,3,August,Friday,2015-08
1300,2015-08-15,2015,8,15,3,August,Saturday,2015-08
1301,2015-08-16,2015,8,16,3,August,Sunday,2015-08
1302,2015-08-17,2015,8,17,3,August,Monday,2015-08
1303,2015-08-18,2015,8,18,3,August,Tuesday,2015-08
1304,2015-08-19,2015,8,19,3,August,Wednesday,2015-08
1305,2015-08-20,2015,8,20,3,August,Thursday,2015-08
1306,2015-08-21,2015,8,21,3,August,Friday,2015-08
1307,2015-08-22,2015,8,22,3,August,Saturday,2015-08
1308,2015-08-23,2015,8,23,3,August,Sunday,2015-08
1309,2015-08-24,2015,8,24,3,August,Monday,2015-08
1310,2015-08-25,2015,8,25,3,August,Tuesday,2015-08
1311,2015-08-26,2015,8,26,3,August,Wednesday,2015-08
1312,2015-08-27,2015,8,27,3,August,Thursday,2015-08
1313,2015-08-28,2015,8,28,3,August,Friday,2015-08
1314,2015-08-29,2015,8,29,3,August,Saturday,2015-08
1315,2015-08-30,2015,8,30,3,August,Sunday,2015-08
1316,2015-08-31,2015,8,31,3,August,Monday,2015-08
1317,2015-09-01,2015,9,1,3,September,Tuesday,2015-09
1318,2015-09-02,2015,9,2,3,September,Wednesday,2015-09
1319,2015-09-03,2015,9,3,3,September,Thursday,2015-09
1320,2015-09-04,2015,9,4,3,September,Friday,2015-09
1321,2015-09-05,2015,9,5,3,September,Saturday,2015-09
1322,2015-09-06,2015,9,6,3,September,Sunday,2015-09
1323,2015-09-07,2015,9,7,3,September,Monday,2015-09
1324,2015-09-08,2015,9,8,3,September,Tuesday,2015-09
1325,2015-09-09,2015,9,9,3,September,Wednesday,2015-09
1326,2015-09-10,2015,9,10,3,September,Thursday,2015-09
1327,2015-09-11,2015,9,11,3,September,Friday,2015-09
1328,2015-09-12,2015,9,12,3,September,Saturday,2015-09
1329,2015-09-13,2015,9,13,3,September,Sunday,2015-09
1330,2015-09-14,2015,9,14,3,September,Monday,2015-09
1331,2015-09-15,2015,9,15,3,September,Tuesday,2015-09
1332,2015-09-16,2015,9,16,3,September,Wednesday,2015-09
1333,2015-09-17,2015,9,17,3,September,Thursday,2015-09
1334,2015-09-18,2015,9,18,3,September,Friday,2015-09
1335,2015-09-19,2015,9,19,3,September,Saturday,2015-09
1336,2015-09-20,2015,9,20,3,September,Sunday,2015-09
1337,2015-09-21,2015,9,21,3,September,Monday,2015-09
1338,2015-09-22,2015,9,22,3,September,Tuesday,2015-09
1339,2015-09-23,2015,9,23,3,September,Wednesday,2015-09
1340,2015-09-24,2015,9,24,3,September,Thursday,2015-09
1341,2015-09-25,2015,9,25,3,September,Friday,2015-09
1342,2015-09-26,2015,9,26,3,September,Saturday,2015-09
1343,2015-09-27,2015,9,27,3,September,Sunday,2015-09
1344,2015-09-28,2015,9,28,3,September,Monday,2015-09
1345,2015-09-29,2015,9,29,3,September,Tuesday,2015-09
1346,2015-09-30,2015,9,30,3,September,Wednesday,2015-09
1347,2015-10-01,2015,10,1,4,October,Thursday,2015-10
1348,2015-10-02,2015,10,2,4,October,Friday,2015-10
1349,2015-10-03,2015,10,3,4,October,Saturday,2015-10
1350,2015-10-04,2015,10,4,4,October,Sunday,2015-10
1351,2015-10-05,2015,10,5,4,October,Monday,2015-10
1352,2015-10-06,2015,10,6,4,October,Tuesday,2015-10
1353,2015-10-07,2015,10,7,4,October,Wednesday,2015-10
1354,2015-10-08,2015,10,8,4,October,Thursday,2015-10
1355,2015-10-09,2015,10,9,4,October,Friday,2015-10
1356,2015-10-10,2015,10,10,4,October,Saturday,2015-10
1357,2015-10-11,2015,10,11,4,October,Sunday,2015-10
1358,2015-10-12,2015,10,12,4,October,Monday,2015-10
1359,2015-10-13,2015,10,13,4,October,Tuesday,2015-10
1360,2015-10-14,2015,10,14,4,October,Wednesday,2015-10
1361,2015-10-15,2015,10,15,4,October,Thursday,2015-10
1362,2015-10-16,2015,10,16,4,October,Friday,2015-10
1363,2015-10-17,2015,10,17,4,October,Saturday,2015-10
1364,2015-10-18,2015,10,18,4,October,Sunday,2015-10
1365,2015-10-19,2015,10,19,4,October,Monday,2015-10
1366,2015-10-20,2015,10,20,4,October,Tuesday,2015-10
1367,2015-10-21,2015,10,21,4,October,Wednesday,2015-10
1368,2015-10-22,2015,10,22,4,October,Thursday,2015-10
1369,2015-10-24,2015,10,24,4,October,Saturday,2015-10
1370,2015-10-25,2015,10,25,4,October,Sunday,2015-10
1371,2015-10-26,2015,10,26,4,October,Monday,2015-10
1372,2015-10-27,2015,10,27,4,October,Tuesday,2015-10
1373,2015-10-28,2015,10,28,4,October,Wednesday,2015-10
1374,2015-10-29,2015,10,29,4,October,Thursday,2015-10
1375,2015-10-30,2015,10,30,4,October,Friday,2015-10
1376,2015-10-31,2015,10,31,4,October,Saturday,2015-10
1377,2015-11-01,2015,11,1,4,November,Sunday,2015-11
1378,2015-11-02,2015,11,2,4,November,Monday,2015-11
1379,2015-11-03,2015,11,3,4,November,Tuesday,2015-11
1380,2015-11-04,2015,11,4,4,November,Wednesday,2015-11
1381,2015-11-05,2015,11,5,4,November,Thursday,2015-11
1382,2015-11-06,2015,11,6,4,November,Friday,2015-11
1383,2015-11-07,2015,11,7,4,November,Saturday,2015-11
1384,2015-11-08,2015,11,8,4,November,Sunday,2015-11
1385,2015-11-09,2015,11,9,4,November,Monday,2015-11
1386,2015-11-10,2015,11,10,4,November,Tuesday,2015-11
1387,2015-11-11,2015,11,11,4,November,Wednesday,2015-11
1388,2015-11-12,2015,11,12,4,November,Thursday,2015-11
1389,2015-11-13,2015,11,13,4,November,Friday,2015-11
1390,2015-11-14,2015,11,14,4,November,Saturday,2015-11
1391,2015-11-15,2015,11,15,4,November,Sunday,2015-11
1392,2015-11-16,2015,11,16,4,November,Monday,2015-11
1393,2015-11-17,2015,11,17,4,November,Tuesday,2015-11
1394,2015-11-18,2015,11,18,4,November,Wednesday,2015-11
1395,2015-11-19,2015,11,19,4,November,Thursday,2015-11
1396,2015-11-20,2015,11,20,4,November,Friday,2015-11
1397,2015-11-21,2015,11,21,4,November,Saturday,2015-11
1398,2015-11-22,2015,11,22,4,November,Sunday,2015-11
1399,2015-11-23,2015,11,23,4,November,Monday,2015-11
1400,2015-11-25,2015,11,25,4,November,Wednesday,2015-11
1401,2015-11-27,2015,11,27,4,November,Friday,2015-11
1402,2015-11-28,2015,11,28,4,November,Saturday,2015-11
1403,2015-11-29,2015,11,29,4,November,Sunday,2015-11
1404,2015-12-01,2015,12,1,4,December,Tuesday,2015-12
1405,2015-12-02,2015,12,2,4,December,Wednesday,2015-12
1406,2015-12-03,2015,12,3,4,December,Thursday,2015-12
1407,2015-12-04,2015,12,4,4,December,Friday,2015-12
1408,2015-12-05,2015,12,5,4,December,Saturday,2015-12
1409,2015-12-06,2015,12,6,4,December,Sunday,2015-12
1410,2015-12-07,2015,12,7,4,December,Monday,2015-12
1411,2015-12-08,2015,12,8,4,December,Tuesday,2015-12
1412,2015-12-09,2015,12,9,4,December,Wednesday,2015-12
1413,2015-12-10,2015,12,10,4,December,Thursday,2015-12
1414,2015-12-11,2015,12,11,4,December,Friday,2015-12
1415,2015-12-12,2015,12,12,4,December,Saturday,2015-12
1416,2015-12-13,2015,12,13,4,December,Sunday,2015-12
1417,2015-12-14,2015,12,14,4,December,Monday,2015-12
1418,2015-12-15,2015,12,15,4,December,Tuesday,2015-12
1419,2015-12-16,2015,12,16,4,December,Wednesday,2015-12
1420,2015-12-17,2015,12,17,4,December,Thursday,2015-12
1421,2015-12-18,2015,12,18,4,December,Friday,2015-12
1422,2015-12-19,2015,12,19,4,December,Saturday,2015-12
1423,2015-12-20,2015,12,20,4,December,Sunday,2015-12
1424,2015-12-21,2015,12,21,4,December,Monday,2015-12
1425,2015-12-22,2015,12,22,4,December,Tuesday,2015-12
1426,2015-12-23,2015,12,23,4,December,Wednesday,2015-12
1427,2015-12-24,2015,12,24,4,December,Thursday,2015-12
1428,2015-12-25,2015,12,25,4,December,Friday,2015-12
1429,2015-12-26,2015,12,26,4,December,Saturday,2015-12
1430,2015-12-27,2015,12,27,4,December,Sunday,2015-12
1431,2015-12-28,2015,12,28,4,December,Monday,2015-12
1432,2015-12-29,2015,12,29,4,December,Tuesday,2015-12
1433,2015-12-30,2015,12,30,4,December,Wednesday,2015-12
1434,2015-12-31,2015,12,31,4,December,Thursday,2015-12
1435,2016-01-01,2016,1,1,1,January,Friday,2016-01
1436,2016-01-02,2016,1,2,1,January,Saturday,2016-01
1437,2016-01-03,2016,1,3,1,January,Sunday,2016-01
1438,2016-01-04,2016,1,4,1,January,Monday,2016-01
1439,2016-01-05,2016,1,5,1,January,Tuesday,2016-01
1440,2016-01-06,2016,1,6,1,January,Wednesday,2016-01
1441,2016-01-07,2016,1,7,1,January,Thursday,2016-01
1442,2016-01-08,2016,1,8,1,January,Friday,2016-01
1443,2016-01-09,2016,1,9,1,January,Saturday,2016-01
1444,2016-01-10,2016,1,10,1,January,Sunday,2016-01
1445,2016-01-11,2016,1,11,1,January,Monday,2016-01
1446,2016-01-12,2016,1,12,1,January,Tuesday,2016-01
1447,2016-01-13,2016,1,13,1,January,Wednesday,2016-01
1448,2016-01-14,2016,1,14,1,January,Thursday,2016-01
1449,2016-01-15,2016,1,15,1,January,Friday,2016-01
1450,2016-01-16,2016,1,16,1,January,Saturday,2016-01
1451,2016-01-17,2016,1,17,1,January,Sunday,2016-01
1452,2016-01-18,2016,1,18,1,January,Monday,2016-01
1453,2016-01-19,2016,1,19,1,January,Tuesday,2016-01
1454,2016-01-20,2016,1,20,1,January,Wednesday,2016-01
1455,2016-01-21,2016,1,21,1,January,Thursday,2016-01
1456,2016-01-22,2016,1,22,1,January,Friday,2016-01
1457,2016-01-23,2016,1,23,1,January,Saturday,2016-01
1458,2016-01-24,2016,1,24,1,January,Sunday,2016-01
1459,2016-01-25,2016,1,25,1,January,Monday,2016-01
1460,2016-01-26,2016,1,26,1,January,Tuesday,2016-01
1461,2016-01-27,2016,1,27,1,January,Wednesday,2016-01
1462,2016-01-28,2016,1,28,1,January,Thursday,2016-01
1463,2016-01-29,2016,1,29,1,January,Friday,2016-01
1464,2016-01-30,2016,1,30,1,January,Saturday,2016-01
1465,2016-01-31,2016,1,31,1,January,Sunday,2016-01
1466,2016-02-01,2016,2,1,1,February,Monday,2016-02
1467,2016-02-02,2016,2,2,1,February,Tuesday,2016-02
1468,2016-02-04,2016,2,4,1,February,Thursday,2016-02
1469,2016-02-05,2016,2,5,1,February,Friday,2016-02
1470,2016-02-06,2016,2,6,1,February,Saturday,2016-02
1471,2016-02-07,2016,2,7,1,February,Sunday,2016-02
1472,2016-02-08,2016,2,8,1,February,Monday,2016-02
1473,2016-02-09,2016,2,9,1,February,Tuesday,2016-02
1474,2016-02-10,2016,2,10,1,February,Wednesday,2016-02
1475,2016-02-11,2016,2,11,1,February,Thursday,2016-02
1476,2016-02-12,2016,2,12,1,February,Friday,2016-02
1477,2016-02-13,2016,2,13,1,February,Saturday,2016-02
1478,2016-02-14,2016,2,14,1,February,Sunday,2016-02
1479,2016-02-15,2016,2,15,1,February,Monday,2016-02
1480,2016-02-16,2016,2,16,1,February,Tuesday,2016-02
1481,2016-02-17,2016,2,17,1,February,Wednesday,2016-02
1482,2016-02-18,2016,2,18,1,February,Thursday,2016-02
1483,2016-02-19,2016,2,19,1,February,Friday,2016-02
1484,2016-02-20,2016,2,20,1,February,Saturday,2016-02
1485,2016-02-21,2016,2,21,1,February,Sunday,2016-02
1486,2016-02-22,2016,2,22,1,February,Monday,2016-02
1487,2016-02-23,2016,2,23,1,February,Tuesday,2016-02
1488,2016-02-24,2016,2,24,1,February,Wednesday,2016-02
1489,2016-02-25,2016,2,25,1,February,Thursday,2016-02
1490,2016-02-26,2016,2,26,1,February,Friday,2016-02
1491,2016-02-27,2016,2,27,1,February,Saturday,2016-02
1492,2016-02-28,2016,2,28,1,February,Sunday,2016-02
1493,2016-02-29,2016,2,29,1,February,Monday,2016-02
1494,2016-03-01,2016,3,1,1,March,Tuesday,2016-03
1495,2016-03-02,2016,3,2,1,March,Wednesday,2016-03
1496,2016-03-03,2016,3,3,1,March,Thursday,2016-03
1497,2016-03-04,2016,3,4,1,March,Friday,2016-03
1498,2016-03-05,2016,3,5,1,March,Saturday,2016-03
1499,2016-03-06,2016,3,6,1,March,Sunday,2016-03
1500,2016-03-07,2016,3,7,1,March,Monday,2016-03
1501,2016-03-08,2016,3,8,1,March,Tuesday,2016-03
1502,2016-03-09,2016,3,9,1,March,Wednesday,2016-03
1503,2016-03-10,2016,3,10,1,March,Thursday,2016-03
1504,2016-03-11,2016,3,11,1,March,Friday,2016-03
1505,2016-03-12,2016,3,12,1,March,Saturday,2016-03
1506,2016-03-13,2016,3,13,1,March,Sunday,2016-03
1507,2016-03-15,2016,3,15,1,March,Tuesday,2016-03
1508,2016-03-16,2016,3,16,1,March,Wednesday,2016-03
1509,2016-03-17,2016,3,17,1,March,Thursday,2016-03
1510,2016-03-18,2016,3,18,1,March,Friday,2016-03
1511,2016-03-19,2016,3,19,1,March,Saturday,2016-03
1512,2016-03-20,2016,3,20,1,March,Sunday,2016-03
1513,2016-03-21,2016,3,21,1,March,Monday,2016-03
1514,2016-03-22,2016,3,22,1,March,Tuesday,2016-03
1515,2016-03-23,2016,3,23,1,March,Wednesday,2016-03
1516,2016-03-24,2016,3,24,1,March,Thursday,2016-03
1517,2016-03-25,2016,3,25,1,March,Friday,2016-03
1518,2016-03-26,2016,3,26,1,March,Saturday,2016-03
1519,2016-03-27,2016,3,27,1,March,Sunday,2016-03
1520,2016-03-28,2016,3,28,1,March,Monday,2016-03
1521,2016-03-29,2016,3,29,1,March,Tuesday,2016-03
1522,2016-03-30,2016,3,30,1,March,Wednesday,2016-03
1523,2016-03-31,2016,3,31,1,March,Thursday,2016-03
1524,2016-04-01,2016,4,1,2,April,Friday,2016-04
1525,2016-04-02,2016,4,2,2,April,Saturday,2016-04
1526,2016-04-03,2016,4,3,2,April,Sunday,2016-04
1527,2016-04-04,2016,4,4,2,April,Monday,2016-04
1528,2016-04-05,2016,4,5,2,April,Tuesday,2016-04
1529,2016-04-06,2016,4,6,2,April,Wednesday,2016-04
1530,2016-04-07,2016,4,7,2,April,Thursday,2016-04
1531,2016-04-08,2016,4,8,2,April,Friday,2016-04
1532,2016-04-09,2016,4,9,2,April,Saturday,2016-04
1533,2016-04-10,2016,4,10,2,April,Sunday,2016-04
1534,2016-04-11,2016,4,11,2,April,Monday,2016-04
1535,2016-04-12,2016,4,12,2,April,Tuesday,2016-04
1536,2016-04-13,2016,4,13,2,April,Wednesday,2016-04
1537,2016-04-14,2016,4,14,2,April,Thursday,2016-04
1538,2016-04-15,2016,4,15,2,April,Friday,2016-04
1539,2016-04-16,2016,4,16,2,April,Saturday,2016-04
1540,2016-04-17,2016,4,17,2,April,Sunday,2016-04
1541,2016-04-18,2016,4,18,2,April,Monday,2016-04
1542,2016-04-19,2016,4,19,2,April,Tuesday,2016-04
1543,2016-04-20,2016,4,20,2,April,Wednesday,2016-04
1544,2016-04-21,2016,4,21,2,April,Thursday,2016-04
1545,2016-04-22,2016,4,22,2,April,Friday,2016-04
1546,2016-04-23,2016,4,23,2,April,Saturday,2016-04
1547,2016-04-24,2016,4,24,2,April,Sunday,2016-04
1548,2016-04-25,2016,4,25,2,April,Monday,2016-04
1549,2016-04-26,2016,4,26,2,April,Tuesday,2016-04
1550,2016-04-27,2016,4,27,2,April,Wednesday,2016-04
1551,2016-04-28,2016,4,28,2,April,Thursday,2016-04
1552,2016-04-29,2016,4,29,2,April,Friday,2016-04
1553,2016-04-30,2016,4,30,2,April,Saturday,2016-04
1554,2016-05-01,2016,5,1,2,May,Sunday,2016-05
1555,2016-05-02,2016,5,2,2,May,Monday,2016-05
1556,2016-05-03,2016,5,3,2,May,Tuesday,2016-05
1557,2016-05-04,2016,5,4,2,May,Wednesday,2016-05
1558,2016-05-05,2016,5,5,2,May,Thursday,2016-05
1559,2016-05-06,2016,5,6,2,May,Friday,2016-05
1560,2016-05-07,2016,5,7,2,May,Saturday,2016-05
1561,2016-05-08,2016,5,8,2,May,Sunday,2016-05
1562,2016-05-09,2016,5,9,2,May,Monday,2016-05
1563,2016-05-10,2016,5,10,2,May,Tuesday,2016-05
1564,2016-05-11,2016,5,11,2,May,Wednesday,2016-05
1565,2016-05-12,2016,5,12,2,May,Thursday,2016-05
1566,2016-05-13,2016,5,13,2,May,Friday,2016-05
1567,2016-05-14,2016,5,14,2,May,Saturday,2016-05
1568,2016-05-15,2016,5,15,2,May,Sunday,2016-05
1569,2016-05-16,2016,5,16,2,May,Monday,2016-05
1570,2016-05-17,2016,5,17,2,May,Tuesday,2016-05
1571,2016-05-18,2016,5,18,2,May,Wednesday,2016-05
1572,2016-05-19,2016,5,19,2,May,Thursday,2016-05
1573,2016-05-20,2016,5,20,2,May,Friday,2016-05
