dateKey,fullDate,year,month,day,quarter,monthName,dayName,yearMonth
2518,2018-12-22,2018,12,22,4,December,Saturday,2018-12
2519,2018-12-23,2018,12,23,4,December,Sunday,2018-12
2520,2018-12-24,2018,12,24,4,December,Monday,2018-12
2521,2018-12-25,2018,12,25,4,December,Tuesday,2018-12
2522,2018-12-26,2018,12,26,4,December,Wednesday,2018-12
2523,2018-12-27,2018,12,27,4,December,Thursday,2018-12
2524,2018-12-28,2018,12,28,4,December,Friday,2018-12
2525,2018-12-29,2018,12,29,4,December,Saturday,2018-12
2526,2018-12-30,2018,12,30,4,December,Sunday,2018-12
2527,2018-12-31,2018,12,31,4,December,Monday,2018-12
2528,2019-01-01,2019,1,1,1,January,Tuesday,2019-01
2529,2019-01-02,2019,1,2,1,January,Wednesday,2019-01
2530,2019-01-03,2019,1,3,1,January,Thursday,2019-01
2531,2019-01-04,2019,1,4,1,January,Friday,2019-01
2532,2019-01-05,2019,1,5,1,January,Saturday,2019-01
2533,2019-01-06,2019,1,6,1,January,Sunday,2019-01
2534,2019-01-07,2019,1,7,1,January,Monday,2019-01
2535,2019-01-08,2019,1,8,1,January,Tuesday,2019-01
2536,2019-01-09,2019,1,9,1,January,Wednesday,2019-01
2537,2019-01-10,2019,1,10,1,January,Thursday,2019-01
2538,2019-01-11,2019,1,11,1,January,Friday,2019-01
2539,2019-01-12,2019,1,12,1,January,Saturday,2019-01
2540,2019-01-13,2019,1,13,1,January,Sunday,2019-01
2541,2019-01-14,2019,1,14,1,January,Monday,2019-01
2542,2019-01-15,2019,1,15,1,January,Tuesday,2019-01
2543,2019-01-16,2019,1,16,1,January,Wednesday,2019-01
2544,2019-01-17,2019,1,17,1,January,Thursday,2019-01
2545,2019-01-18,2019,1,18,1,January,Friday,2019-01
2546,2019-01-19,2019,1,19,1,January,Saturday,2019-01
2547,2019-01-20,2019,1,20,1,January,Sunday,2019-01
2548,2019-01-21,2019,1,21,1,January,Monday,2019-01
2549,2019-01-22,2019,1,22,1,January,Tuesday,2019-01
2550,2019-01-23,2019,1,23,1,January,Wednesday,2019-01
2551,2019-01-24,2019,1,24,1,January,Thursday,2019-01
2552,2019-01-25,2019,1,25,1,January,Friday,2019-01
2553,2019-01-26,2019,1,26,1,January,Saturday,2019-01
2554,2019-01-27,2019,1,27,1,January,Sunday,2019-01
2555,2019-01-28,2019,1,28,1,January,Monday,2019-01
2556,2019-01-29,2019,1,29,1,January,Tuesday,2019-01
2557,2019-01-30,2019,1,30,1,January,Wednesday,2019-01
2558,2019-01-31,2019,1,31,1,January,Thursday,2019-01
2559,2019-02-01,2019,2,1,1,February,Friday,2019-02
2560,2019-02-02,2019,2,2,1,February,Saturday,2019-02
2561,2019-02-03,2019,2,3,1,February,Sunday,2019-02
2562,2019-02-04,2019,2,4,1,February,Monday,2019-02
2563,2019-02-05,2019,2,5,1,February,Tuesday,2019-02
2564,2019-02-06,2019,2,6,1,February,Wednesday,2019-02
2565,2019-02-07,2019,2,7,1,February,Thursday,2019-02
2566,2019-02-08,2019,2,8,1,February,Friday,2019-02
2567,2019-02-09,2019,2,9,1,February,Saturday,2019-02
2568,2019-02-10,2019,2,10,1,February,Sunday,2019-02
2569,2019-02-11,2019,2,11,1,February,Monday,2019-02
2570,2019-02-12,2019,2,12,1,February,Tuesday,2019-02
2571,2019-02-13,2019,2,13,1,February,Wednesday,2019-02
2572,2019-02-14,2019,2,14,1,February,Thursday,2019-02
2573,2019-02-15,2019,2,15,1,February,Friday,2019-02
2574,2019-02-16,2019,2,16,1,February,Saturday,2019-02
2575,2019-02-17,2019,2,17,1,February,Sunday,2019-02
2576,2019-02-18,2019,2,18,1,February,Monday,2019-02
2577,2019-02-19,2019,2,19,1,February,Tuesday,2019-02
2578,2019-02-20,2019,2,20,1,February,Wednesday,2019-02
2579,2019-02-21,2019,2,21,1,February,Thursday,2019-02
2580,2019-02-22,2019,2,22,1,February,Friday,2019-02
2581,2019-02-23,2019,2,23,1,February,Saturday,2019-02
2582,2019-02-24,2019,2,24,1,February,Sunday,2019-02
2583,2019-02-25,2019,2,25,1,February,Monday,2019-02
2584,2019-02-26,2019,2,26,1,February,Tuesday,2019-02
2585,2019-02-27,2019,2,27,1,February,Wednesday,2019-02
2586,2019-02-28,2019,2,28,1,February,Thursday,2019-02
2587,2019-03-01,2019,3,1,1,March,Friday,2019-03
2588,2019-03-02,2019,3,2,1,March,Saturday,2019-03
2589,2019-03-03,2019,3,3,1,March,Sunday,2019-03
2590,2019-03-04,2019,3,4,1,March,Monday,2019-03
2591,2019-03-05,2019,3,5,1,March,Tuesday,2019-03
2592,2019-03-06,2019,3,6,1,March,Wednesday,2019-03
2593,2019-03-07,2019,3,7,1,March,Thursday,2019-03
2594,2019-03-08,2019,3,8,1,March,Friday,2019-03
2595,2019-03-09,2019,3,9,1,March,Saturday,2019-03
2596,2019-03-10,2019,3,10,1,March,Sunday,2019-03
2597,2019-03-11,2019,3,11,1,March,Monday,2019-03
2598,2019-03-12,2019,3,12,1,March,Tuesday,2019-03
2599,2019-03-13,2019,3,13,1,March,Wednesday,2019-03
2600,2019-03-14,2019,3,14,1,March,Thursday,2019-03
2601,2019-03-15,2019,3,15,1,March,Friday,2019-03
2602,2019-03-16,2019,3,16,1,March,Saturday,2019-03
2603,2019-03-17,2019,3,17,1,March,Sunday,2019-03
2604,2019-03-18,2019,3,18,1,March,Monday,2019-03
2605,2019-03-19,2019,3,19,1,March,Tuesday,2019-03
2606,2019-03-20,2019,3,20,1,March,Wednesday,2019-03
2607,2019-03-21,2019,3,21,1,March,Thursday,2019-03
2608,2019-03-22,2019,3,22,1,March,Friday,2019-03
2609,2019-03-23,2019,3,23,1,March,Saturday,2019-03
2610,2019-03-24,2019,3,24,1,March,Sunday,2019-03
2611,2019-03-25,2019,3,25,1,March,Monday,2019-03
2612,2019-03-26,2019,3,26,1,March,Tuesday,2019-03
2613,2019-03-27,2019,3,27,1,March,Wednesday,2019-03
2614,2019-03-28,2019,3,28,1,March,Thursday,2019-03
2615,2019-03-29,2019,3,29,1,March,Friday,2019-03
2616,2019-03-30,2019,3,30,1,March,Saturday,2019-03
2617,2019-03-31,2019,3,31,1,March,Sunday,2019-03
2618,2019-04-01,2019,4,1,2,April,Monday,2019-04
2619,2019-04-02,2019,4,2,2,April,Tuesday,2019-04
2620,2019-04-03,2019,4,3,2,April,Wednesday,2019-04
2621,2019-04-04,2019,4,4,2,April,Thursday,2019-04
2622,2019-04-05,2019,4,5,2,April,Friday,2019-04
2623,2019-04-06,2019,4,6,2,April,Saturday,2019-04
2624,2019-04-07,2019,4,7,2,April,Sunday,2019-04
2625,2019-04-08,2019,4,8,2,April,Monday,2019-04
2626,2019-04-09,2019,4,9,2,April,Tuesday,2019-04
2627,2019-04-10,2019,4,10,2,April,Wednesday,2019-04
2628,2019-04-11,2019,4,11,2,April,Thursday,2019-04
2629,2019-04-12,2019,4,12,2,April,Friday,2019-04
2630,2019-04-13,2019,4,13,2,April,Saturday,2019-04
2631,2019-04-14,2019,4,14,2,April,Sunday,2019-04
2632,2019-04-15,2019,4,15,2,April,Monday,2019-04
2633,2019-04-16,2019,4,16,2,April,Tuesday,2019-04
2634,2019-04-17,2019,4,17,2,April,Wednesday,2019-04
2635,2019-04-18,2019,4,18,2,April,Thursday,2019-04
2636,2019-04-19,2019,4,19,2,April,Friday,2019-04
2637,2019-04-20,2019,4,20,2,April,Saturday,2019-04
2638,2019-04-21,2019,4,21,2,April,Sunday,2019-04
2639,2019-04-22,2019,4,22,2,April,Monday,2019-04
2640,2019-04-23,2019,4,23,2,April,Tuesday,2019-04
2641,2019-04-24,2019,4,24,2,April,Wednesday,2019-04
2642,2019-04-25,2019,4,25,2,April,Thursday,2019-04
2643,2019-04-26,2019,4,26,2,April,Friday,2019-04
2644,2019-04-27,2019,4,27,2,April,Saturday,2019-04
2645,2019-04-28,2019,4,28,2,April,Sunday,2019-04
2646,2019-04-29,2019,4,29,2,April,Monday,2019-04
2647,2019-04-30,2019,4,30,2,April,Tuesday,2019-04
2648,2019-05-01,2019,5,1,2,May,Wednesday,2019-05
2649,2019-05-02,2019,5,2,2,May,Thursday,2019-05
2650,2019-05-03,2019,5,3,2,May,Friday,2019-05
2651,2019-05-04,2019,5,4,2,May,Saturday,2019-05
2652,2019-05-05,2019,5,5,2,May,Sunday,2019-05
2653,2019-05-06,2019,5,6,2,May,Monday,2019-05
2654,2019-05-07,2019,5,7,2,May,Tuesday,2019-05
2655,2019-05-08,2019,5,8,2,May,Wednesday,2019-05
2656,2019-05-09,2019,5,9,2,May,Thursday,2019-05
2657,2019-05-10,2019,5,10,2,May,Friday,2019-05
2658,2019-05-11,2019,5,11,2,May,Saturday,2019-05
2659,2019-05-12,2019,5,12,2,May,Sunday,2019-05
2660,2019-05-13,2019,5,13,2,May,Monday,2019-05
2661,2019-05-14,2019,5,14,2,May,Tuesday,2019-05
2662,2019-05-15,2019,5,15,2,May,Wednesday,2019-05
2663,2019-05-16,2019,5,16,2,May,Thursday,2019-05
2664,2019-05-17,2019,5,17,2,May,Friday,2019-05
2665,2019-05-18,2019,5,18,2,May,Saturday,2019-05
2666,2019-05-19,2019,5,19,2,May,Sunday,2019-05
2667,2019-05-20,2019,5,20,2,May,Monday,2019-05
2668,2019-05-21,2019,5,21,2,May,Tuesday,2019-05
2669,2019-05-22,2019,5,22,2,May,Wednesday,2019-05
2670,2019-05-23,2019,5,23,2,May,Thursday,2019-05
2671,2019-05-24,2019,5,24,2,May,Friday,2019-05
2672,2019-05-25,2019,5,25,2,May,Saturday,2019-05
2673,2019-05-26,2019,5,26,2,May,Sunday,2019-05
2674,2019-05-27,2019,5,27,2,May,Monday,2019-05
2675,2019-05-28,2019,5,28,2,May,Tuesday,2019-05
2676,2019-05-29,2019,5,29,2,May,Wednesday,2019-05
2677,2019-05-30,2019,5,30,2,May,Thursday,2019-05
2678,2019-05-31,2019,5,31,2,May,Friday,2019-05
2679,2019-06-01,2019,6,1,2,June,Saturday,2019-06
2680,2019-06-02,2019,6,2,2,June,Sunday,2019-06
2681,2019-06-03,2019,6,3,2,June,Monday,2019-06
2682,2019-06-04,2019,6,4,2,June,Tuesday,2019-06
2683,2019-06-05,2019,6,5,2,June,Wednesday,2019-06
2684,2019-06-06,2019,6,6,2,June,Thursday,2019-06
2685,2019-06-07,2019,6,7,2,June,Friday,2019-06
2686,2019-06-08,2019,6,8,2,June,Saturday,2019-06
2687,2019-06-09,2019,6,9,2,June,Sunday,2019-06
2688,2019-06-10,2019,6,10,2,June,Monday,2019-06
2689,2019-06-11,2019,6,11,2,June,Tuesday,2019-06
2690,2019-06-12,2019,6,12,2,June,Wednesday,2019-06
2691,2019-06-13,2019,6,13,2,June,Thursday,2019-06
2692,2019-06-14,2019,6,14,2,June,Friday,2019-06
2693,2019-06-15,2019,6,15,2,June,Saturday,2019-06
2694,2019-06-16,2019,6,16,2,June,Sunday,2019-06
2695,2019-06-17,2019,6,17,2,June,Monday,2019-06
2696,2019-06-18,2019,6,18,2,June,Tuesday,2019-06
2697,2019-06-19,2019,6,19,2,June,Wednesday,2019-06
2698,2019-06-20,2019,6,20,2,June,Thursday,2019-06
2699,2019-06-21,2019,6,21,2,June,Friday,2019-06
2700,2019-06-22,2019,6,22,2,June,Saturday,2019-06
2701,2019-06-23,2019,6,23,2,June,Sunday,2019-06
2702,2019-06-24,2019,6,24,2,June,Monday,2019-06
2703,2019-06-25,2019,6,25,2,June,Tuesday,2019-06
2704,2019-06-26,2019,6,26,2,June,Wednesday,2019-06
2705,2019-06-27,2019,6,27,2,June,Thursday,2019-06
2706,2019-06-28,2019,6,28,2,June,Friday,2019-06
2707,2019-06-29,2019,6,29,2,June,Saturday,2019-06
2708,2019-06-30,2019,6,30,2,June,Sunday,2019-06
2709,2019-07-01,2019,7,1,3,July,Monday,2019-07
2710,2019-07-02,2019,7,2,3,July,Tuesday,2019-07
2711,2019-07-03,2019,7,3,3,July,Wednesday,2019-07
2712,2019-07-04,2019,7,4,3,July,Thursday,2019-07
2713,2019-07-05,2019,7,5,3,July,Friday,2019-07
2714,2019-07-06,2019,7,6,3,July,Saturday,2019-07
2715,2019-07-07,2019,7,7,3,July,Sunday,2019-07
2716,2019-07-08,2019,7,8,3,July,Monday,2019-07
2717,2019-07-09,2019,7,9,3,July,Tuesday,2019-07
2718,2019-07-10,2019,7,10,3,July,Wednesday,2019-07
2719,2019-07-11,2019,7,11,3,July,Thursday,2019-07
2720,2019-07-12,2019,7,12,3,July,Friday,2019-07
2721,2019-07-13,2019,7,13,3,July,Saturday,2019-07
2722,2019-07-14,2019,7,14,3,July,Sunday,2019-07
2723,2019-07-15,2019,7,15,3,July,Monday,2019-07
2724,2019-07-16,2019,7,16,3,July,Tuesday,2019-07
2725,2019-07-17,2019,7,17,3,July,Wednesday,2019-07
2726,2019-07-18,2019,7,18,3,July,Thursday,2019-07
2727,2019-07-19,2019,7,19,3,July,Friday,2019-07
2728,2019-07-20,2019,7,20,3,July,Saturday,2019-07
2729,2019-07-21,2019,7,21,3,July,Sunday,2019-07
2730,2019-07-22,2019,7,22,3,July,Monday,2019-07
2731,2019-07-23,2019,7,23,3,July,Tuesday,2019-07
2732,2019-07-24,2019,7,24,3,July,Wednesday,2019-07
2733,2019-07-25,2019,7,25,3,July,Thursday,2019-07
2734,2019-07-26,2019,7,26,3,July,Friday,2019-07
2735,2019-07-27,2019,7,27,3,July,Saturday,2019-07
2736,2019-07-28,2019,7,28,3,July,Sunday,2019-07
2737,2019-07-29,2019,7,29,3,July,Monday,2019-07
2738,2019-07-30,2019,7,30,3,July,Tuesday,2019-07
2739,2019-07-31,2019,7,31,3,July,Wednesday,2019-07
2740,2019-08-01,2019,8,1,3,August,Thursday,2019-08
2741,2019-08-02,2019,8,2,3,August,Friday,2019-08
2742,2019-08-03,2019,8,3,3,August,Saturday,2019-08
2743,2019-08-04,2019,8,4,3,August,Sunday,2019-08
2744,2019-08-05,2019,8,5,3,August,Monday,2019-08
2745,2019-08-06,2019,8,6,3,August,Tuesday,2019-08
2746,2019-08-07,2019,8,7,3,August,Wednesday,2019-08
2747,2019-08-08,2019,8,8,3,August,Thursday,2019-08
2748,2019-08-09,2019,8,9,3,August,Friday,2019-08
2749,2019-08-10,2019,8,10,3,August,Saturday,2019-08
2750,2019-08-11,2019,8,11,3,August,Sunday,2019-08
2751,2019-08-12,2019,8,12,3,August,Monday,2019-08
2752,2019-08-13,2019,8,13,3,August,Tuesday,2019-08
2753,2019-08-14,2019,8,14,3,August,Wednesday,2019-08
2754,2019-08-15,2019,8,15,3,August,Thursday,2019-08
2755,2019-08-16,2019,8,16,3,August,Friday,2019-08
2756,2019-08-17,2019,8,17,3,August,Saturday,2019-08
2757,2019-08-18,2019,8,18,3,August,Sunday,2019-08
2758,2019-08-19,2019,8,19,3,August,Monday,2019-08
2759,2019-08-20,2019,8,20,3,August,Tuesday,2019-08
2760,2019-08-21,2019,8,21,3,August,Wednesday,2019-08
2761,2019-08-22,2019,8,22,3,August,Thursday,2019-08
2762,2019-08-23,2019,8,23,3,August,Friday,2019-08
2763,2019-08-24,2019,8,24,3,August,Saturday,2019-08
2764,2019-08-25,2019,8,25,3,August,Sunday,2019-08
2765,2019-08-26,2019,8,26,3,August,Monday,2019-08
2766,2019-08-27,2019,8,27,3,August,Tuesday,2019-08
2767,2019-08-28,2019,8,28,3,August,Wednesday,2019-08
2768,2019-08-29,2019,8,29,3,August,Thursday,2019-08
2769,2019-08-30,2019,8,30,3,August,Friday,2019-08
2770,2019-08-31,2019,8,31,3,August,Saturday,2019-08
2771,2019-09-01,2019,9,1,3,September,Sunday,2019-09
2772,2019-09-02,2019,9,2,3,September,Monday,2019-09
2773,2019-09-03,2019,9,3,3,September,Tuesday,2019-09
2774,2019-09-04,2019,9,4,3,September,Wednesday,2019-09
2775,2019-09-05,2019,9,5,3,September,Thursday,2019-09
2776,2019-09-06,2019,9,6,3,September,Friday,2019-09
2777,2019-09-07,2019,9,7,3,September,Saturday,2019-09
2778,2019-09-08,2019,9,8,3,September,Sunday,2019-09
2779,2019-09-09,2019,9,9,3,September,Monday,2019-09
2780,2019-09-10,2019,9,10,3,September,Tuesday,2019-09
2781,2019-09-11,2019,9,11,3,September,Wednesday,2019-09
2782,2019-09-12,2019,9,12,3,September,Thursday,2019-09
2783,2019-09-13,2019,9,13,3,September,Friday,2019-09
2784,2019-09-14,2019,9,14,3,September,Saturday,2019-09
2785,2019-09-15,2019,9,15,3,September,Sunday,2019-09
2786,2019-09-16,2019,9,16,3,September,Monday,2019-09
2787,2019-09-17,2019,9,17,3,September,Tuesday,2019-09
2788,2019-09-18,2019,9,18,3,September,Wednesday,2019-09
2789,2019-09-19,2019,9,19,3,September,Thursday,2019-09
2790,2019-09-20,2019,9,20,3,September,Friday,2019-09
2791,2019-09-21,2019,9,21,3,September,Saturday,2019-09
2792,2019-09-22,2019,9,22,3,September,Sunday,2019-09
2793,2019-09-23,2019,9,23,3,September,Monday,2019-09
2794,2019-09-24,2019,9,24,3,September,Tuesday,2019-09
2795,2019-09-25,2019,9,25,3,September,Wednesday,2019-09
2796,2019-09-26,2019,9,26,3,September,Thursday,2019-09
2797,2019-09-27,2019,9,27,3,September,Friday,2019-09
2798,2019-09-28,2019,9,28,3,September,Saturday,2019-09
2799,2019-09-29,2019,9,29,3,September,Sunday,2019-09
2800,2019-09-30,2019,9,30,3,September,Monday,2019-09
2801,2019-10-01,2019,10,1,4,October,Tuesday,2019-10
2802,2019-10-02,2019,10,2,4,October,Wednesday,2019-10
2803,2019-10-03,2019,10,3,4,October,Thursday,2019-10
2804,2019-10-04,2019,10,4,4,October,Friday,2019-10
2805,2019-10-05,2019,10,5,4,October,Saturday,2019-10
2806,2019-10-06,2019,10,6,4,October,Sunday,2019-10
2807,2019-10-07,2019,10,7,4,October,Monday,2019-10
2808,2019-10-08,2019,10,8,4,October,Tuesday,2019-10
2809,2019-10-09,2019,10,9,4,October,Wednesday,2019-10
2810,2019-10-10,2019,10,10,4,October,Thursday,2019-10
2811,2019-10-11,2019,10,11,4,October,Friday,2019-10
2812,2019-10-12,2019,10,12,4,October,Saturday,2019-10
2813,2019-10-13,2019,10,13,4,October,Sunday,2019-10
2814,2019-10-14,2019,10,14,4,October,Monday,2019-10
2815,2019-10-15,2019,10,15,4,October,Tuesday,2019-10
2816,2019-10-16,2019,10,16,4,October,Wednesday,2019-10
2817,2019-10-17,2019,10,17,4,October,Thursday,2019-10
2818,2019-10-18,2019,10,18,4,October,Friday,2019-10
2819,2019-10-19,2019,10,19,4,October,Saturday,2019-10
2820,2019-10-20,2019,10,20,4,October,Sunday,2019-10
2821,2019-10-21,2019,10,21,4,October,Monday,2019-10
2822,2019-10-22,2019,10,22,4,October,Tuesday,2019-10
2823,2019-10-23,2019,10,23,4,October,Wednesday,2019-10
2824,2019-10-24,2019,10,24,4,October,Thursday,2019-10
2825,2019-10-25,2019,10,25,4,October,Friday,2019-10
2826,2019-10-26,2019,10,26,4,October,Saturday,2019-10
2827,2019-10-27,2019,10,27,4,October,Sunday,2019-10
2828,2019-10-28,2019,10,28,4,October,Monday,2019-10
2829,2019-10-29,2019,10,29,4,October,Tuesday,2019-10
2830,2019-10-30,2019,10,30,4,October,Wednesday,2019-10
2831,2019-10-31,2019,10,31,4,October,Thursday,2019-10
2832,2019-11-01,2019,11,1,4,November,Friday,2019-11
2833,2019-11-02,2019,11,2,4,November,Saturday,2019-11
2834,2019-11-03,2019,11,3,4,November,Sunday,2019-11
2835,2019-11-04,2019,11,4,4,November,Monday,2019-11
2836,2019-11-05,2019,11,5,4,November,Tuesday,2019-11
2837,2019-11-06,2019,11,6,4,November,Wednesday,2019-11
2838,2019-11-07,2019,11,7,4,November,Thursday,2019-11
2839,2019-11-08,2019,11,8,4,November,Friday,2019-11
2840,2019-11-09,2019,11,9,4,November,Saturday,2019-11
2841,2019-11-10,2019,11,10,4,November,Sunday,2019-11
2842,2019-11-11,2019,11,11,4,November,Monday,2019-11
2843,2019-11-12,2019,11,12,4,November,Tuesday,2019-11
2844,2019-11-13,2019,11,13,4,November,Wednesday,2019-11
2845,2019-11-14,2019,11,14,4,November,Thursday,2019-11
2846,2019-11-15,2019,11,15,4,November,Friday,2019-11
2847,2019-11-16,2019,11,16,4,November,Saturday,2019-11
2848,2019-11-17,2019,11,17,4,November,Sunday,2019-11
2849,2019-11-18,2019,11,18,4,November,Monday,2019-11
2850,2019-11-19,2019,11,19,4,November,Tuesday,2019-11
2851,2019-11-20,2019,11,20,4,November,Wednesday,2019-11
2852,2019-11-21,2019,11,21,4,November,Thursday,2019-11
2853,2019-11-22,2019,11,22,4,November,Friday,2019-11
2854,2019-11-23,2019,11,23,4,November,Saturday,2019-11
2855,2019-11-24,2019,11,24,4,November,Sunday,2019-11
2856,2019-11-25,2019,11,25,4,November,Monday,2019-11
2857,2019-11-26,2019,11,26,4,November,Tuesday,2019-11
2858,2019-11-27,2019,11,27,4,November,Wednesday,2019-11
2859,2019-11-28,2019,11,28,4,November,Thursday,2019-11
2860,2019-11-29,2019,11,29,4,November,Friday,2019-11
2861,2019-11-30,2019,11,30,4,November,Saturday,2019-11
2862,2019-12-01,2019,12,1,4,December,Sunday,2019-12
2863,2019-12-02,2019,12,2,4,December,Monday,2019-12
2864,2019-12-03,2019,12,3,4,December,Tuesday,2019-12
2865,2019-12-04,2019,12,4,4,December,Wednesday,2019-12
2866,2019-12-05,2019,12,5,4,December,Thursday,2019-12
2867,2019-12-06,2019,12,6,4,December,Friday,2019-12
2868,2019-12-07,2019,12,7,4,December,Saturday,2019-12
2869,2019-12-08,2019,12,8,4,December,Sunday,2019-12
2870,2019-12-09,2019,12,9,4,December,Monday,2019-12
2871,2019-12-10,2019,12,10,4,December,Tuesday,2019-12
2872,2019-12-11,2019,12,11,4,December,Wednesday,2019-12
2873,2019-12-12,2019,12,12,4,December,Thursday,2019-12
2874,2019-12-13,2019,12,13,4,December,Friday,2019-12
2875,2019-12-14,2019,12,14,4,December,Saturday,2019-12
2876,2019-12-15,2019,12,15,4,December,Sunday,2019-12
2877,2019-12-16,2019,12,16,4,December,Monday,2019-12
2878,2019-12-17,2019,12,17,4,December,Tuesday,2019-12
2879,2019-12-18,2019,12,18,4,December,Wednesday,2019-12
2880,2019-12-19,2019,12,19,4,December,Thursday,2019-12
2881,2019-12-20,2019,12,20,4,December,Friday,2019-12
2882,2019-12-21,2019,12,21,4,December,Saturday,2019-12
2883,2019-12-22,2019,12,22,4,December,Sunday,2019-12
2884,2019-12-23,2019,12,23,4,December,Monday,2019-12
2885,2019-12-24,2019,12,24,4,December,Tuesday,2019-12
2886,2019-12-25,2019,12,25,4,December,Wednesday,2019-12
2887,2019-12-26,2019,12,26,4,December,Thursday,2019-12
2888,2019-12-27,2019,12,27,4,December,Friday,2019-12
2889,2019-12-28,2019,12,28,4,December,Saturday,2019-12
2890,2019-12-29,2019,12,29,4,December,Sunday,2019-12
2891,2019-12-30,2019,12,30,4,December,Monday,2019-12
2892,2019-12-31,2019,12,31,4,December,Tuesday,2019-12
2893,2020-01-01,2020,1,1,1,January,Wednesday,2020-01
2894,2020-01-02,2020,1,2,1,January,Thursday,2020-01
2895,2020-01-03,2020,1,3,1,January,Friday,2020-01
2896,2020-01-04,2020,1,4,1,January,Saturday,2020-01
2897,2020-01-05,2020,1,5,1,January,Sunday,2020-01
2898,2020-01-06,2020,1,6,1,January,Monday,2020-01
2899,2020-01-07,2020,1,7,1,January,Tuesday,2020-01
2900,2020-01-08,2020,1,8,1,January,Wednesday,2020-01
2901,2020-01-09,2020,1,9,1,January,Thursday,2020-01
2902,2020-01-10,2020,1,10,1,January,Friday,2020-01
2903,2020-01-11,2020,1,11,1,January,Saturday,2020-01
2904,2020-01-12,2020,1,12,1,January,Sunday,2020-01
2905,2020-01-13,2020,1,13,1,January,Monday,2020-01
2906,2020-01-14,2020,1,14,1,January,Tuesday,2020-01
2907,2020-01-15,2020,1,15,1,January,Wednesday,2020-01
2908,2020-01-16,2020,1,16,1,January,Thursday,2020-01
2909,2020-01-17,2020,1,17,1,January,Friday,2020-01
2910,2020-01-18,2020,1,18,1,January,Saturday,2020-01
2911,2020-01-19,2020,1,19,1,January,Sunday,2020-01
2912,2020-01-20,2020,1,20,1,January,Monday,2020-01
2913,2020-01-21,2020,1,21,1,January,Tuesday,2020-01
2914,2020-01-22,2020,1,22,1,January,Wednesday,2020-01
2915,2020-01-23,2020,1,23,1,January,Thursday,2020-01
2916,2020-01-24,2020,1,24,1,January,Friday,2020-01
2917,2020-01-25,2020,1,25,1,January,Saturday,2020-01
2918,2020-01-26,2020,1,26,1,January,Sunday,2020-01
2919,2020-01-27,2020,1,27,1,January,Monday,2020-01
2920,2020-01-28,2020,1,28,1,January,Tuesday,2020-01
2921,2020-01-29,2020,1,29,1,January,Wednesday,2020-01
2922,2020-01-30,2020,1,30,1,January,Thursday,2020-01
2923,2020-01-31,2020,1,31,1,January,Friday,2020-01
2924,2020-02-01,2020,2,1,1,February,Saturday,2020-02
2925,2020-02-02,2020,2,2,1,February,Sunday,2020-02
2926,2020-02-03,2020,2,3,1,February,Monday,2020-02
2927,2020-02-04,2020,2,4,1,February,Tuesday,2020-02
2928,2020-02-05,2020,2,5,1,February,Wednesday,2020-02
2929,2020-02-06,2020,2,6,1,February,Thursday,2020-02
2930,2020-02-07,2020,2,7,1,February,Friday,2020-02
2931,2020-02-08,2020,2,8,1,February,Saturday,2020-02
2932,2020-02-09,2020,2,9,1,February,Sunday,2020-02
2933,2020-02-10,2020,2,10,1,February,Monday,2020-02
2934,2020-02-11,2020,2,11,1,February,Tuesday,2020-02
2935,2020-02-12,2020,2,12,1,February,Wednesday,2020-02
2936,2020-02-13,2020,2,13,1,February,Thursday,2020-02
2937,2020-02-14,2020,2,14,1,February,Friday,2020-02
2938,2020-02-15,2020,2,15,1,February,Saturday,2020-02
2939,2020-02-16,2020,2,16,1,February,Sunday,2020-02
2940,2020-02-17,2020,2,17,1,February,Monday,2020-02
2941,2020-02-18,2020,2,18,1,February,Tuesday,2020-02
2942,2020-02-19,2020,2,19,1,February,Wednesday,2020-02
2943,2020-02-20,2020,2,20,1,February,Thursday,2020-02
2944,2020-02-21,2020,2,21,1,February,Friday,2020-02
2945,2020-02-22,2020,2,22,1,February,Saturday,2020-02
2946,2020-02-23,2020,2,23,1,February,Sunday,2020-02
2947,2020-02-24,2020,2,24,1,February,Monday,2020-02
2948,2020-02-25,2020,2,25,1,February,Tuesday,2020-02
2949,2020-02-26,2020,2,26,1,February,Wednesday,2020-02
2950,2020-02-27,2020,2,27,1,February,Thursday,2020-02
2951,2020-02-28,2020,2,28,1,February,Friday,2020-02
2952,2020-02-29,2020,2,29,1,February,Saturday,2020-02
2953,2020-03-01,2020,3,1,1,March,Sunday,2020-03
2954,2020-03-02,2020,3,2,1,March,Monday,2020-03
2955,2020-03-03,2020,3,3,1,March,Tuesday,2020-03
2956,2020-03-04,2020,3,4,1,March,Wednesday,2020-03
2957,2020-03-05,2020,3,5,1,March,Thursday,2020-03
2958,2020-03-06,2020,3,6,1,March,Friday,2020-03
2959,2020-03-07,2020,3,7,1,March,Saturday,2020-03
2960,2020-03-08,2020,3,8,1,March,Sunday,2020-03
2961,2020-03-09,2020,3,9,1,March,Monday,2020-03
2962,2020-03-10,2020,3,10,1,March,Tuesday,2020-03
2963,2020-03-11,2020,3,11,1,March,Wednesday,2020-03
2964,2020-03-12,2020,3,12,1,March,Thursday,2020-03
2965,2020-03-13,2020,3,13,1,March,Friday,2020-03
2966,2020-03-14,2020,3,14,1,March,Saturday,2020-03
2967,2020-03-15,2020,3,15,1,March,Sunday,2020-03
